15552, 15686, 14600,
22318, 22319, 22415,
222, 96, 706,
21147, 21146, 14945,
4192, 1566, 4193,
23305, 23304, 23206,
1566, 1682, 4193,
3745, 16490, 15240,
2280, 1422, 16069,
14600, 3745, 15240,
35832, 35643, 35784,
15240, 16490, 15679,
21501, 35730, 20535,
35590, 35409, 35574,
65, 15681, 14655,
111, 2904, 10119,
35558, 35876, 35737,
17808, 17904, 17903,
5058, 6014, 15303,
15863, 15455, 12567,
15736, 15600, 15675,
14656, 7109, 7108,
497, 15413, 16943,
5960, 11710, 21283,
22621, 22720, 22620,
15674, 9862, 5556,
15033, 15049, 16664,
20873, 20953, 20952,
6015, 15829, 1770,
14486, 17153, 1770,
17153, 16825, 1770,
15289, 16192, 16049,
13367, 15064, 23227,
4136, 15289, 1425,
22414, 22415, 22512,
21866, 13329, 12867,
31726, 31826, 31825,
12714, 12803, 11205,
14988, 14989, 15110,
22036, 22035, 33671,
21114, 21113, 18735,
16671, 16829, 17178,
15675, 15674, 5556,
20556, 20638, 20555,
9862, 16306, 16452,
14660, 14661, 14766,
6790, 2887, 14563,
14398, 14397, 14380,
14531, 16621, 15487,
16505, 16661, 16660,
15259, 15387, 15386,
15258, 15259, 15386,
12737, 13760, 13858,
15788, 15927, 15926,
389, 2937, 279,
588, 2400, 465,
16983, 17149, 17148,
16982, 16983, 17148,
16503, 16504, 16659,
4935, 17558, 15485,
14631, 1737, 1025,
16660, 16819, 16818,
3157, 1299, 3302,
2307, 14631, 1025,
5348, 2280, 16069,
15689, 15555, 3347,
15555, 3480, 3347,
1422, 16177, 246,
17148, 17149, 3361,
2019, 2147, 502,
35666, 35471, 35586,
14764, 16389, 16390,
5556, 9862, 16452,
23305, 23402, 23304,
1421, 15930, 15613,
20322, 2477, 16013,
15031, 20322, 16013,
16953, 21313, 21225,
16960, 16961, 17126,
16306, 15473, 16926,
14358, 14372, 14357,
22720, 22819, 22719,
16365, 9292, 9184,
30075, 19908, 19909,
28356, 28357, 30071,
13659, 13561, 5187,
13433, 13659, 5187,
22432, 21483, 21482,
22858, 16917, 22759,
20431, 11513, 19002,
21465, 11513, 20431,
16927, 12777, 16928,
16927, 16928, 6889,
22065, 21970, 22936,
15907, 4270, 15682,
1575, 2053, 4283,
15413, 2574, 2843,
16947, 497, 16943,
15780, 15919, 15918,
16452, 16306, 16926,
16946, 3666, 4539,
16669, 1534, 1418,
22217, 22218, 22313,
22315, 22314, 22218,
4249, 3400, 3399,
15473, 15153, 15280,
14583, 14675, 14674,
16980, 16981, 17146,
1425, 15289, 16049,
14582, 14583, 14674,
2620, 3126, 2764,
858, 1612, 1209,
21133, 22074, 21132,
5744, 1533, 14462,
4244, 16392, 14337,
22155, 13525, 15599,
15521, 3208, 16829,
16061, 16204, 16060,
14767, 14880, 14879,
16392, 17178, 14337,
20663, 16798, 16641,
14766, 14767, 14879,
35472, 35899, 35903,
14661, 14767, 14766,
825, 14480, 14475,
23519, 31408, 31479,
14580, 14579, 14500,
10619, 7473, 7361,
31503, 31502, 31430,
466, 2936, 176,
22066, 22065, 22936,
16926, 15473, 15280,
3600, 118, 25592,
22806, 22807, 22905,
1773, 1656, 3221,
3222, 1773, 3221,
1773, 5477, 5343,
1656, 1773, 5343,
16659, 16660, 16818,
14534, 15677, 15661,
1737, 2259, 818,
1025, 1737, 818,
3480, 16635, 14681,
20873, 20874, 20953,
18079, 19539, 19025,
3347, 3480, 14681,
1412, 5740, 5343,
5477, 1412, 5343,
22452, 2938, 22354,
3217, 6128, 5330,
2574, 17013, 17014,
14699, 904, 4270,
16204, 16350, 16349,
16203, 16204, 16349,
16349, 16350, 16502,
16350, 16503, 16502,
22611, 22612, 22710,
16503, 16659, 16658,
3487, 361, 3355,
14762, 21027, 23397,
15968, 14609, 15038,
12371, 34194, 33923,
16209, 16210, 16355,
14348, 14709, 14819,
16031, 15751, 15549,
14372, 14371, 14357,
14067, 5755, 175,
14609, 15163, 15038,
15387, 15518, 15517,
16967, 15833, 16958,
1412, 1505, 5594,
15386, 15387, 15517,
5740, 1412, 5594,
2394, 2260, 5594,
1505, 2394, 5594,
2394, 1659, 2982,
2260, 2394, 2982,
13095, 13518, 3075,
16660, 16661, 16819,
15556, 6403, 3480,
16943, 15413, 2843,
15507, 15508, 15642,
15643, 15780, 15779,
4539, 1536, 17025,
1536, 17026, 17025,
16912, 16911, 16753,
22123, 22219, 22122,
14588, 15772, 14567,
16349, 16348, 16202,
17147, 4249, 4602,
1453, 1568, 4332,
5751, 5752, 1612,
17146, 17147, 4602,
3209, 5855, 2482,
16981, 17147, 17146,
14675, 14781, 14780,
402, 15560, 1409,
14962, 13429, 15082,
16099, 904, 14699,
15153, 7529, 1030,
8125, 16158, 1388,
23155, 16460, 3621,
1620, 1602, 1601,
15280, 15153, 1030,
9546, 23155, 3621,
22819, 22818, 22719,
35730, 35644, 20535,
15032, 12716, 12627,
23109, 23108, 23010,
20365, 20363, 11358,
14685, 20365, 11358,
1916, 5214, 1917,
22810, 22909, 22908,
3798, 3583, 1030,
3616, 5758, 5349,
16819, 16983, 16982,
17570, 6898, 23243,
4002, 3868, 2400,
16818, 16819, 16982,
35494, 35562, 35770,
16504, 16660, 16659,
1211, 4814, 6249,
2937, 588, 465,
2259, 16493, 16383,
818, 2259, 16383,
17244, 17243, 17079,
22710, 22711, 22809,
5334, 576, 1493,
17242, 4331, 17241,
9879, 8525, 9764,
1659, 15185, 15184,
2982, 1659, 15184,
15185, 16844, 16830,
15184, 15185, 16830,
16844, 14731, 14705,
1768, 15240, 15815,
16830, 16844, 14705,
2843, 2574, 17014,
2669, 16491, 15934,
35933, 35915, 35488,
17013, 3121, 4278,
21216, 22155, 21215,
20090, 23155, 9546,
22834, 20537, 35521,
3126, 3403, 2764,
14425, 14451, 14450,
14424, 14425, 14450,
17245, 17244, 17080,
302, 2307, 5862,
23398, 14762, 23397,
17079, 16916, 17080,
26922, 27040, 27039,
15730, 21147, 14945,
4327, 4326, 17244,
17245, 4327, 17244,
1916, 1917, 4326,
4327, 1916, 4326,
16709, 14414, 14391,
5214, 5349, 1917,
14533, 14534, 15661,
16702, 16709, 14391,
32357, 26610, 26513,
2053, 6117, 20484,
14731, 1604, 16625,
14705, 14731, 16625,
1604, 15431, 14875,
16625, 1604, 14875,
15431, 3886, 5062,
14875, 15431, 5062,
15240, 15679, 15815,
3886, 2981, 5356,
15555, 15556, 3480,
5298, 16789, 5297,
15060, 16027, 15894,
6403, 16487, 16635,
16739, 16897, 16738,
15642, 15643, 15779,
20347, 20134, 19193,
17026, 17018, 16856,
16432, 16584, 16431,
14334, 11508, 12735,
16203, 16349, 16202,
17060, 17059, 16896,
1453, 3599, 1568,
22621, 22620, 22521,
4329, 1453, 4332,
3599, 1033, 1568,
3599, 3746, 3877,
1033, 3599, 3877,
2230, 16543, 2101,
5855, 14615, 2482,
16101, 16099, 14699,
16244, 16245, 16395,
15223, 14626, 14606,
140, 14508, 6651,
14766, 14879, 14878,
4808, 16703, 15266,
14660, 14766, 14765,
7529, 3798, 1030,
16398, 25, 16791,
29542, 35598, 35633,
1772, 15362, 1655,
13578, 35560, 13607,
1736, 2129, 4229,
1621, 15362, 932,
5758, 5623, 5350,
9563, 6119, 9679,
3080, 4803, 4938,
4326, 1917, 4325,
5214, 3616, 5349,
3079, 3080, 4938,
3616, 3080, 3079,
5758, 3616, 3079,
14631, 2307, 4938,
4803, 14631, 4938,
16493, 15109, 15096,
16383, 16493, 15096,
15109, 16709, 16702,
15096, 15109, 16702,
20241, 13855, 20071,
20678, 20090, 9546,
17075, 17074, 16911,
931, 1502, 3964,
13876, 12932, 17184,
13097, 12638, 12548,
5062, 3886, 5356,
2981, 16690, 6018,
5356, 2981, 6018,
5210, 3351, 15422,
16690, 5409, 16804,
17014, 17013, 4278,
109, 6253, 560,
16637, 16481, 1660,
3121, 15556, 15555,
16664, 16669, 1418,
16612, 11385, 3583,
3798, 16612, 3583,
1534, 3666, 16946,
15738, 16449, 13145,
27052, 27053, 28358,
13556, 15738, 13145,
24632, 24303, 24302,
1025, 818, 137,
13329, 21134, 21048,
4928, 4938, 302,
14451, 14502, 14501,
3218, 3079, 4928,
2307, 1025, 5862,
5623, 5758, 3218,
4938, 2307, 302,
5349, 5758, 5350,
3079, 4938, 4928,
20242, 15032, 12871,
5758, 3079, 3218,
14414, 497, 16947,
15681, 15792, 14655,
15966, 3213, 15291,
14391, 14414, 16947,
1561, 14468, 5210,
3351, 15552, 15422,
6018, 16690, 16804,
5409, 15059, 15759,
16804, 5409, 15759,
15059, 15822, 15686,
2925, 6019, 1561,
14468, 3351, 5210,
15521, 14548, 2004,
3480, 6403, 16635,
16986, 15159, 16514,
17135, 11408, 16969,
15245, 15246, 15373,
16897, 17060, 16896,
11222, 9392, 11223,
21464, 21465, 20431,
6398, 4137, 2524,
16144, 16287, 16143,
15373, 15374, 15504,
1036, 1404, 502,
9568, 4409, 15731,
15505, 15640, 15639,
27052, 28358, 28357,
15455, 15326, 13865,
3746, 5887, 5886,
3877, 3746, 5886,
5886, 5887, 2610,
5887, 4904, 2610,
3850, 16543, 16697,
4904, 2213, 3455,
16245, 3850, 16395,
16395, 3850, 16697,
15198, 3339, 16448,
16699, 16856, 142,
34278, 34277, 34139,
7457, 11251, 13662,
26904, 26905, 26594,
23154, 9783, 23251,
13429, 20265, 20433,
15467, 12631, 15338,
23316, 10705, 22935,
22222, 22318, 22221,
1452, 1918, 4066,
22126, 22222, 22221,
5349, 5350, 1799,
4199, 1452, 4066,
17244, 4326, 17243,
1917, 5349, 1799,
17080, 17244, 17079,
1917, 1799, 4325,
23301, 23398, 23300,
4326, 4325, 17243,
14236, 14685, 4196,
16916, 17079, 16915,
14685, 11358, 4196,
23398, 23397, 23300,
20157, 20242, 12871,
22612, 22711, 22710,
19823, 460, 19760,
1493, 576, 2258,
13891, 9660, 6767,
33612, 33739, 33611,
15759, 15059, 15686,
15822, 16823, 3745,
15686, 15822, 3745,
16823, 15756, 16490,
15552, 14600, 14601,
3745, 16823, 16490,
5295, 5296, 5430,
15422, 15552, 14601,
19018, 15489, 19120,
35646, 35926, 35596,
1418, 1534, 16946,
15508, 15643, 15642,
21497, 16010, 11279,
3666, 1536, 4539,
1418, 16946, 16784,
16752, 16753, 16911,
16664, 1418, 1068,
16647, 16664, 1068,
698, 2258, 15660,
14995, 15033, 16647,
22219, 22315, 22218,
22412, 22411, 22314,
16913, 16912, 16754,
35841, 9451, 11777,
17076, 17075, 16912,
17076, 17240, 17075,
16913, 17076, 16912,
17240, 17239, 17075,
4199, 4066, 17239,
17240, 4199, 17239,
15248, 15249, 15376,
15377, 15508, 15507,
15143, 3618, 1448,
15376, 15377, 15507,
4278, 3121, 15555,
14796, 17111, 17112,
5491, 6019, 2925,
5627, 5491, 2925,
35936, 12039, 11959,
2144, 19051, 2145,
14489, 295, 15565,
8117, 14829, 10454,
17024, 5491, 5627,
17023, 17024, 5627,
14157, 3054, 12253,
16658, 16659, 16817,
16362, 16514, 15414,
14621, 14804, 15286,
14587, 14728, 14902,
16287, 16286, 16143,
2795, 14728, 14587,
2524, 2795, 14587,
2134, 14490, 6668,
14728, 14903, 14902,
1184, 109, 3349,
15678, 3029, 791,
13789, 12572, 24996,
16241, 16242, 15182,
8223, 20364, 13278,
11969, 13786, 14157,
35596, 35478, 35433,
27047, 27052, 28357,
35729, 13210, 13590,
28886, 29940, 27052,
3455, 2213, 6009,
15121, 15248, 15247,
2610, 4904, 3455,
917, 2661, 2526,
2667, 16245, 16244,
2213, 917, 6009,
17191, 17025, 16699,
142, 2667, 16244,
15304, 4539, 17191,
16856, 2667, 142,
16784, 16946, 15304,
17025, 16856, 16699,
1068, 1418, 16784,
4539, 17025, 17191,
1734, 931, 6515,
16946, 4539, 15304,
5467, 5620, 6257,
3353, 931, 1734,
5467, 6257, 1918,
5620, 3354, 3353,
1452, 5467, 1918,
5620, 5619, 6257,
5619, 5620, 3353,
3354, 1502, 931,
3353, 3354, 931,
1502, 5334, 3964,
3964, 5334, 1493,
576, 2392, 2258,
2258, 2392, 15768,
15799, 15049, 15033,
17239, 17238, 17074,
16912, 17075, 16911,
13823, 13822, 13724,
11623, 6138, 13210,
14891, 15011, 15010,
16636, 17024, 17023,
2764, 3403, 5561,
14600, 15240, 1768,
6019, 14468, 1561,
4783, 2612, 3662,
14601, 14600, 1768,
3205, 937, 1646,
7008, 5732, 6910,
17025, 17026, 16856,
3618, 14621, 1448,
13556, 13145, 15461,
17018, 2668, 2667,
2282, 4674, 2846,
15462, 13556, 15461,
16627, 16626, 15305,
15306, 2282, 1153,
1153, 2282, 2846,
15305, 15306, 1153,
15768, 15033, 14995,
15660, 15768, 14995,
1405, 1493, 698,
15033, 16664, 16647,
6515, 3964, 1405,
2258, 15768, 15660,
3964, 1493, 1405,
1493, 2258, 698,
858, 5751, 1612,
4602, 4249, 3399,
3850, 3874, 16543,
3985, 35841, 11401,
15249, 15377, 15376,
15286, 14804, 16637,
4244, 14337, 15613,
17807, 17808, 17903,
3208, 15521, 2004,
17011, 16027, 15060,
17115, 16636, 14722,
17113, 17115, 14722,
15010, 15011, 15133,
14367, 14382, 14366,
14591, 14551, 14563,
14382, 14381, 14366,
14682, 17115, 17113,
14653, 14682, 17113,
80, 79, 15971,
3213, 616, 1061,
14903, 16467, 16466,
14640, 14740, 5139,
14902, 14903, 16466,
16467, 245, 50,
4943, 14788, 2176,
5142, 79, 80,
2176, 5142, 80,
79, 16945, 15971,
23206, 23304, 23303,
14787, 15489, 25,
11874, 11973, 12749,
19769, 18488, 19639,
32357, 32462, 26611,
35514, 27756, 29542,
6907, 6989, 9680,
4927, 14429, 2897,
16079, 13228, 15938,
2441, 14782, 14764,
15120, 15121, 15247,
6910, 6911, 2387,
14997, 14998, 15120,
15248, 15376, 15375,
15568, 14986, 14985,
3204, 16114, 14802,
6009, 917, 2526,
15541, 15568, 14985,
2661, 15568, 15541,
2526, 2661, 15541,
14986, 16640, 16639,
14985, 14986, 16639,
16640, 826, 3,
16639, 16640, 3,
826, 16626, 16627,
3, 826, 16627,
5889, 3353, 1734,
16626, 15306, 15305,
5619, 3353, 5889,
931, 3964, 6515,
6257, 5619, 5618,
5618, 5619, 5889,
6257, 1269, 2042,
1269, 6257, 5618,
1918, 2042, 3932,
1918, 6257, 2042,
17075, 17239, 17074,
4066, 1918, 3932,
388, 389, 5752,
4066, 3932, 17238,
3449, 2209, 2001,
6519, 13791, 13238,
33489, 33488, 33375,
2914, 3043, 5875,
2782, 5412, 2781,
16822, 16827, 14653,
14336, 2939, 15480,
16659, 16818, 16817,
14722, 16636, 17023,
15793, 5951, 15224,
15655, 15160, 15143,
14713, 24176, 4812,
16502, 16503, 16658,
16856, 17018, 2667,
27375, 35939, 30420,
22029, 22030, 22125,
2668, 16103, 16245,
16502, 16501, 16348,
22318, 22317, 22221,
34140, 34139, 34003,
16349, 16502, 16348,
22608, 22609, 22707,
14253, 1023, 3054,
2227, 2098, 17110,
3220, 5689, 14706,
15545, 2264, 1652,
35622, 35756, 35578,
4674, 2264, 15545,
363, 17713, 17619,
2846, 4674, 15545,
2264, 1769, 1652,
3212, 14901, 15769,
17112, 2132, 15615,
4001, 4002, 588,
14808, 4547, 16825,
35468, 13025, 12202,
11408, 17135, 13295,
15689, 3347, 579,
15825, 15689, 579,
16818, 16982, 16981,
15930, 4244, 15613,
15162, 15171, 16822,
16827, 14682, 14653,
3402, 2576, 15162,
15171, 16827, 16822,
27053, 28359, 28358,
11444, 13983, 11876,
15480, 16030, 15819,
939, 6143, 4232,
23102, 23101, 23003,
819, 2576, 3402,
14822, 16362, 15414,
5480, 5544, 249,
5465, 4137, 6398,
6668, 5465, 6398,
16053, 16093, 4943,
14788, 5142, 2176,
15504, 15505, 15639,
3593, 1483, 3460,
22805, 22806, 22904,
21024, 21110, 21023,
15818, 14720, 15114,
581, 707, 466,
15173, 2765, 4924,
19034, 29940, 28886,
3479, 3478, 4147,
15181, 15174, 16695,
15832, 2119, 3479,
3478, 15181, 4147,
2797, 275, 15832,
2119, 3478, 3479,
23243, 19034, 28886,
17187, 17189, 2797,
4016, 2441, 14764,
14878, 14998, 14997,
14877, 14878, 14997,
14765, 14878, 14877,
3352, 14980, 1421,
14998, 15121, 15120,
4329, 4332, 17235,
14981, 14983, 4143,
17236, 17235, 17071,
14980, 15930, 1421,
17072, 17071, 16908,
17072, 17236, 17071,
33266, 33375, 33265,
16909, 17072, 16908,
14983, 3204, 4143,
3595, 2500, 8682,
4927, 14514, 15554,
16060, 16059, 15917,
15688, 4927, 15554,
14588, 14567, 947,
15918, 16060, 15917,
16203, 16202, 16059,
5751, 388, 5752,
16060, 16203, 16059,
1499, 3622, 3081,
2683, 14983, 14981,
34756, 29811, 34755,
14429, 4934, 15973,
2001, 6519, 13238,
14116, 14117, 14212,
10651, 4240, 10528,
2209, 6519, 2001,
35603, 35612, 35418,
15132, 15259, 15258,
15131, 15132, 15258,
29940, 27053, 27052,
14491, 1531, 3316,
3025, 819, 138,
1305, 1421, 15613,
17904, 17997, 17996,
26940, 35546, 35669,
35686, 30076, 35365,
2667, 2668, 16245,
14585, 14679, 16398,
21204, 15467, 21203,
16103, 3874, 3850,
16502, 16658, 16657,
12631, 22935, 15338,
15778, 15779, 15917,
16501, 16502, 16657,
15181, 15182, 15174,
15220, 15347, 16774,
23323, 23420, 22927,
22026, 22122, 22121,
23026, 23323, 22927,
21948, 15196, 21879,
16909, 16908, 16750,
24416, 25661, 25660,
22727, 18044, 22826,
16751, 16909, 16750,
14514, 4927, 2897,
4279, 2683, 14981,
23026, 22927, 21212,
22122, 22218, 22217,
582, 2399, 2937,
14506, 16173, 16826,
15437, 14872, 14654,
14423, 14449, 14422,
16781, 5140, 17186,
16624, 16781, 17186,
16817, 16818, 16981,
15455, 13865, 12567,
2625, 6260, 14491,
1531, 3025, 3316,
3590, 17193, 5040,
5752, 389, 5753,
2937, 465, 279,
35592, 35853, 35447,
6260, 1531, 14491,
503, 1036, 502,
138, 819, 3402,
2576, 15171, 15162,
34548, 34547, 34410,
16982, 17148, 17147,
14444, 14443, 14417,
14574, 14666, 14573,
9856, 17005, 16843,
5678, 5677, 5542,
14454, 14504, 14453,
21978, 21948, 21121,
15239, 22432, 23127,
15781, 15782, 15920,
3039, 18497, 17913,
15764, 15772, 4279,
3965, 3180, 3039,
35472, 35903, 35398,
3180, 1367, 1492,
6797, 1492, 1367,
1367, 5069, 6797,
6797, 1378, 19364,
11441, 10361, 11411,
35426, 35875, 35899,
275, 2119, 15832,
15246, 15374, 15373,
5068, 18864, 18003,
5068, 3044, 558,
18357, 1756, 1755,
558, 1755, 5068,
16114, 2441, 4016,
1268, 6764, 17365,
6987, 16470, 16319,
14802, 16114, 4016,
6648, 6987, 16319,
16470, 6017, 16401,
16319, 16470, 16401,
2906, 3743, 275,
6017, 2906, 17189,
16401, 6017, 17189,
22609, 22708, 22707,
17189, 2906, 275,
6787, 27411, 29564,
20214, 20300, 20213,
9623, 21204, 16156,
15064, 13367, 23417,
12901, 9400, 23429,
15070, 15071, 15461,
14157, 14253, 3054,
30366, 7399, 19465,
13659, 14908, 14907,
21204, 21203, 16156,
9332, 2360, 3466,
24750, 8580, 9402,
14213, 14311, 14310,
14212, 14213, 14310,
13870, 2209, 3449,
13481, 13870, 3449,
14736, 15220, 16774,
20790, 20791, 20872,
14780, 14781, 14893,
35484, 35610, 35621,
14781, 14894, 14893,
15265, 14784, 14785,
118, 3359, 4809,
2780, 2916, 2310,
17148, 3361, 4249,
3316, 3025, 138,
3347, 14681, 15170,
17147, 17148, 4249,
16245, 16103, 3850,
15005, 15128, 15004,
15549, 15548, 16955,
3874, 5272, 16543,
14990, 12646, 15347,
11251, 12901, 13662,
15641, 15642, 15778,
20292, 20291, 20205,
1533, 15223, 14462,
15220, 14990, 15347,
5291, 16327, 587,
14452, 14453, 14503,
15182, 15173, 15174,
20353, 20437, 24052,
16241, 15182, 15181,
3478, 16241, 15181,
275, 3743, 2119,
17182, 16241, 3478,
3743, 17182, 2119,
2119, 17182, 3478,
6014, 16548, 2132,
559, 6001, 16794,
9771, 20326, 14323,
21050, 23026, 21212,
4001, 1297, 4002,
2399, 588, 2937,
14926, 15045, 15760,
15108, 14328, 14984,
6988, 3796, 1444,
1889, 6988, 1444,
1967, 1968, 12646,
21133, 21132, 20363,
12867, 13329, 21048,
3359, 3358, 4809,
15684, 3483, 15683,
14990, 1967, 12646,
3462, 5417, 1968,
3459, 4266, 4392,
28198, 28199, 28315,
1451, 1796, 4809,
25011, 25145, 30533,
15119, 15246, 15245,
11528, 13974, 12125,
16981, 16982, 17147,
14412, 14929, 14727,
14804, 16481, 16637,
14503, 14504, 14582,
15167, 14994, 6015,
14908, 4516, 7903,
1967, 3462, 1968,
4364, 15564, 15698,
15209, 3595, 3668,
3860, 1757, 3965,
20175, 19905, 30290,
1757, 3320, 3180,
3965, 1757, 3180,
3320, 1368, 1367,
3180, 3320, 1367,
1368, 6137, 5069,
1367, 1368, 5069,
6137, 1260, 1377,
5069, 6137, 1377,
22160, 19423, 19435,
1260, 3596, 1377,
5202, 558, 3463,
3596, 5202, 3463,
1637, 1755, 558,
5202, 1637, 558,
1267, 1268, 1755,
1637, 1267, 1755,
31557, 26613, 34062,
1267, 6764, 1268,
20020, 23817, 20021,
35349, 35410, 35852,
25766, 25765, 19476,
26603, 24162, 23254,
16401, 17189, 17187,
1172, 18908, 1507,
15952, 13716, 16092,
16554, 16633, 6648,
3462, 11563, 2364,
14764, 14782, 16389,
15007, 15008, 15130,
35802, 35759, 7082,
14556, 14555, 14864,
10617, 8457, 9574,
3352, 1421, 16389,
12826, 3724, 3925,
14427, 14453, 14452,
15595, 15731, 11257,
14426, 14427, 14452,
3731, 18318, 5756,
14075, 12035, 14310,
14311, 14075, 14310,
9974, 13870, 13481,
9975, 9974, 13481,
20780, 20702, 20701,
20701, 20700, 20782,
22720, 22719, 22620,
10488, 35640, 10004,
15048, 34343, 20678,
34343, 20090, 20678,
1539, 1424, 3358,
12871, 15032, 12627,
4101, 8882, 17082,
3359, 1539, 3358,
1182, 15689, 15825,
4249, 3361, 3400,
17153, 14808, 16825,
579, 3347, 15170,
4280, 4413, 89,
35512, 35349, 35879,
5417, 3462, 2364,
320, 689, 6264,
15507, 15642, 15641,
23154, 23251, 3054,
15695, 15692, 16101,
15779, 15918, 15917,
14693, 2709, 14763,
16854, 15692, 15695,
2611, 5461, 6269,
5326, 5461, 2611,
6140, 2257, 697,
6269, 6140, 697,
820, 16401, 17187,
17189, 275, 2797,
4466, 4459, 17232,
17233, 4466, 17232,
5566, 15326, 9079,
15326, 9568, 13865,
16954, 7417, 559,
15908, 3212, 15769,
16910, 16909, 16751,
22758, 20822, 15050,
15501, 15635, 3209,
1297, 947, 4002,
11702, 11620, 14568,
14328, 16465, 14984,
3796, 16781, 16624,
1444, 3796, 16624,
23207, 23206, 23108,
20719, 20718, 20637,
12989, 13083, 4682,
33868, 33867, 33733,
13662, 12901, 23429,
2623, 13085, 16918,
19311, 5629, 5763,
16917, 2623, 16918,
29514, 29515, 29652,
11389, 6661, 22053,
17320, 29013, 19035,
32000, 31999, 31898,
15908, 15769, 15358,
15411, 15410, 14352,
20461, 20460, 20376,
2710, 15358, 4547,
29666, 29799, 29665,
11563, 9062, 13495,
4678, 4813, 15697,
30633, 28997, 29547,
19058, 19160, 19057,
15772, 15764, 14567,
17296, 2256, 18336,
952, 8116, 17766,
4266, 3459, 3320,
1757, 4266, 3320,
3459, 1369, 1368,
3320, 3459, 1368,
1369, 1624, 6137,
1368, 1369, 6137,
1624, 1259, 1260,
6137, 1624, 1260,
3726, 3596, 1260,
1259, 3726, 1260,
5336, 5202, 3596,
3726, 5336, 3596,
1636, 1637, 5202,
5336, 1636, 5202,
1266, 1267, 1637,
1636, 1266, 1637,
30, 6764, 1267,
1266, 30, 1267,
4921, 5056, 6764,
30, 4921, 6764,
5064, 5198, 5056,
4921, 5064, 5056,
1973, 2099, 5198,
5064, 1973, 5198,
18615, 1172, 6394,
1973, 1507, 2099,
18264, 19944, 19945,
1507, 6394, 1172,
14953, 14954, 16554,
3188, 17817, 17952,
15309, 15372, 14953,
16633, 6987, 6648,
697, 2257, 15309,
14954, 16633, 16554,
555, 554, 18245,
15372, 14954, 14953,
13811, 13812, 13909,
12949, 13043, 13042,
13111, 13219, 12035,
14075, 13111, 12035,
2105, 9974, 9975,
13768, 2105, 9975,
16154, 9063, 20782,
22714, 22813, 22812,
11513, 18933, 19002,
23127, 22432, 21482,
20920, 27613, 27730,
1539, 6260, 2625,
12777, 12989, 4682,
28676, 30367, 30366,
1424, 1539, 2625,
5140, 17015, 17016,
2364, 11563, 13495,
15829, 14486, 1770,
590, 1182, 15825,
16049, 16192, 14814,
15640, 15777, 15776,
22029, 21934, 21935,
3399, 3400, 4412,
15376, 15507, 15506,
29558, 35723, 35657,
16853, 16854, 15695,
15772, 2683, 4279,
4811, 4676, 2043,
14726, 4148, 7090,
3485, 5326, 3588,
3484, 3485, 3588,
3588, 5326, 2611,
5461, 6140, 6269,
16501, 16657, 16656,
9062, 16615, 15538,
16500, 16501, 16656,
13495, 9062, 15538,
17233, 17232, 17068,
17069, 17233, 17068,
22126, 22127, 22222,
35938, 1016, 12555,
833, 952, 17766,
17834, 17739, 392,
17073, 17072, 16909,
16910, 17073, 16909,
10991, 27, 10023,
15635, 5855, 3209,
3608, 6527, 6402,
15432, 2016, 10212,
15062, 15063, 16691,
16696, 6988, 1889,
22711, 22810, 22809,
22514, 22613, 22612,
20265, 16020, 16021,
